planet_name,host_star,biosignature_score,habitability_score,detectability_score,biosignature_potential,stellar_activity,radius_earth,mass_earth,orbital_period,equilibrium_temp,stellar_temp,discovery_year,ml_prediction,ml_class,ml_confidence
Kepler-737 b,Kepler-737,70.0,35.0,15.0,20.0,0.0,1.88,,28.59915399,295.0,3750.0,2016,3,High Priority,0.9999443292726719
TOI-700 d,TOI-700,70.0,20.0,30.0,20.0,0.0,1.073,,37.42396,,3459.0,2020,3,High Priority,0.9994795671995268
Kepler-235 e,Kepler-235,70.0,35.0,15.0,20.0,0.0,1.94,,46.18415,265.0,3887.0,2014,3,High Priority,0.999943320459006
Kepler-1141 b,Kepler-1141,70.0,20.0,25.0,20.0,5.0,0.82,,2.344511944,,5791.0,2016,3,High Priority,0.9997245570151916
HD 22781 b,HD 22781,70.0,25.0,25.0,20.0,0.0,,,528.07,,5027.0,2011,2,Medium Priority,0.5126298726492402
Kepler-395 c,Kepler-395,70.0,35.0,15.0,20.0,0.0,1.25,,34.9894475,264.0,3735.0,2014,3,High Priority,0.9999400436772655
Kepler-560 b,Kepler-560,70.0,35.0,15.0,20.0,0.0,1.57,,18.47764449,270.0,3387.0,2016,3,High Priority,0.9999515080423937
GJ 536 c,GJ 536,70.0,20.0,30.0,20.0,0.0,,,32.761,290.5,3641.0,2025,2,Medium Priority,0.9980433050791805
K2-384 b,K2-384,70.0,20.0,30.0,20.0,0.0,1.076,,2.231527,,3623.0,2022,3,High Priority,0.9980417488916199
GJ 1132 c,GJ 1132,70.0,20.0,30.0,20.0,0.0,,,8.929,300.0,3270.0,2018,3,High Priority,0.9995569492682274
Kepler-102 d,Kepler-102,70.0,20.0,30.0,20.0,0.0,1.18,3.8,10.3117,,4903.0,2014,3,High Priority,0.9991897568764574
Kepler-220 e,Kepler-220,70.0,25.0,25.0,20.0,0.0,1.32,,45.9027566,362.0,4709.0,2014,3,High Priority,0.999001490837015
TOI-561 d,TOI-561,70.0,20.0,30.0,20.0,0.0,2.87813921,,25.7122157303,331.79,5391.0,2020,3,High Priority,0.9995211274997073
K2-129 b,K2-129,70.0,20.0,30.0,20.0,0.0,1.04,,8.239493,,3459.09,2017,3,High Priority,0.9952134961287629
K2-209 b,K2-209,70.0,20.0,30.0,20.0,0.0,0.86850263,,2.080615,,4720.0,2018,3,High Priority,0.9990683358371614
Kepler-186 e,Kepler-186,70.0,35.0,15.0,20.0,0.0,1.26,,22.40777444,322.0,3761.0,2014,3,High Priority,0.9999468009792155
K2-286 b,K2-286,70.0,20.0,30.0,20.0,0.0,2.1,,27.359,347.0,3926.0,2018,3,High Priority,0.9992038750633885
Kepler-1581 b,Kepler-1581,70.0,20.0,25.0,20.0,5.0,0.851,,6.28385491,,5932.0,2016,3,High Priority,0.9998183739113096
Teegarden's Star b,Teegarden's Star,70.0,20.0,30.0,20.0,0.0,,,4.90634,277.0,3034.0,2019,3,High Priority,0.9994863372381707
Kepler-806 b,Kepler-806,70.0,20.0,25.0,20.0,5.0,1.14,,8.09219642,,5770.0,2016,3,High Priority,0.9992085577037854
TOI-1468 c,TOI-1468,70.0,20.0,30.0,20.0,0.0,2.064,6.64,15.532482,337.5,3496.0,2022,3,High Priority,0.9996056265114607
Kepler-395 c,Kepler-395,70.0,35.0,15.0,20.0,0.0,1.25,,34.9894475,264.0,3735.0,2014,3,High Priority,0.9999400436772655
Kepler-395 c,Kepler-395,70.0,35.0,15.0,20.0,0.0,1.25,,34.9894475,264.0,3735.0,2014,3,High Priority,0.9999400436772655
Kepler-1339 b,Kepler-1339,70.0,20.0,25.0,20.0,5.0,0.954,,1.341555127,,5874.0,2016,3,High Priority,0.9996619339983723
Kepler-577 b,Kepler-577,70.0,35.0,15.0,20.0,0.0,1.68,,25.69578251,315.0,3789.0,2016,3,High Priority,0.9999380446696223
Kepler-577 b,Kepler-577,70.0,35.0,15.0,20.0,0.0,1.68,,25.69578251,315.0,3789.0,2016,3,High Priority,0.9999380446696223
Kepler-369 c,Kepler-369,70.0,35.0,15.0,20.0,0.0,1.32,,14.87153514,339.0,3591.0,2014,3,High Priority,0.9999106087262534
Kepler-235 e,Kepler-235,70.0,35.0,15.0,20.0,0.0,1.94,,46.18415,265.0,3887.0,2014,3,High Priority,0.999943320459006
Kepler-2000 c,Kepler-2000,70.0,30.0,15.0,20.0,5.0,1.18,,20.61867,372.0,4047.0,2023,3,High Priority,0.9998348210299036
Kepler-32 d,Kepler-32,70.0,20.0,30.0,20.0,0.0,2.18,,22.78033066,326.0,3727.0,2012,3,High Priority,0.9999472627284511
BD+20 2457 c,BD+20 2457,70.0,25.0,25.0,20.0,0.0,,,621.99,,4137.0,2009,3,High Priority,0.9998855088346407
Kepler-1455 b,Kepler-1455,70.0,35.0,15.0,20.0,0.0,1.97,,49.276764,272.0,3894.0,2016,3,High Priority,0.9999286310857852
K2-18 b,K2-18,70.0,20.0,30.0,20.0,0.0,2.61,8.63,32.940045,254.9,3457.0,2015,3,High Priority,0.9996127592779627
HD 28185 b,HD 28185,70.0,25.0,20.0,20.0,5.0,,,383.0,,5705.0,2001,3,High Priority,0.9998754211066335
Kepler-138 c,Kepler-138,70.0,25.0,25.0,20.0,0.0,1.33,,13.78109344,398.0,3841.0,2014,3,High Priority,0.9993798816323252
Kepler-205 c,Kepler-205,70.0,25.0,25.0,20.0,0.0,1.58,,20.30652862,389.0,4121.0,2014,2,Medium Priority,0.9968679022167141
TOI-700 d,TOI-700,70.0,20.0,30.0,20.0,0.0,1.19,,37.426,,3480.0,2020,3,High Priority,0.999452759467249
HD 152581 b,HD 152581,70.0,25.0,20.0,20.0,5.0,,,689.0,,5155.0,2011,3,High Priority,0.9998785790291107
Kepler-1689 b,Kepler-1689,70.0,20.0,25.0,20.0,5.0,0.815,,8.48293296,,5741.0,2020,3,High Priority,0.999523064581295
TOI-715 b,TOI-715,70.0,25.0,25.0,20.0,0.0,1.71453082,,19.28795790989,235.04,3075.0,2023,3,High Priority,0.999876328956501
Kepler-1586 b,Kepler-1586,70.0,20.0,25.0,20.0,5.0,1.055,,15.6049212,,6130.0,2016,3,High Priority,0.9993224012087126
Kepler-577 b,Kepler-577,70.0,35.0,15.0,20.0,0.0,1.7,,25.69581456,314.0,3787.0,2016,3,High Priority,0.9999352155282427
Kepler-138 c,Kepler-138,70.0,25.0,25.0,20.0,0.0,1.33,,13.78109344,398.0,3841.0,2014,3,High Priority,0.9993798816323252
GJ 9827 c,GJ 9827,70.0,15.0,30.0,20.0,5.0,1.241,0.84,3.6480957,,4340.0,2017,3,High Priority,0.9996877327158398
Kepler-174 c,Kepler-174,70.0,35.0,15.0,20.0,0.0,1.46,,44.0004287,346.0,4590.0,2014,3,High Priority,0.9999676789685034
K2-136 b,K2-136,70.0,20.0,30.0,20.0,0.0,1.05,,7.9757,,4359.0,2017,3,High Priority,0.9989757035895538
HD 20782 b,HD 20782,70.0,25.0,20.0,20.0,5.0,,,585.86,,5758.0,2006,3,High Priority,0.9998187299113157
Kepler-395 c,Kepler-395,70.0,35.0,15.0,20.0,0.0,1.14,,34.9897847,292.0,3765.0,2014,3,High Priority,0.9998474994434936
Kepler-231 c,Kepler-231,70.0,35.0,15.0,20.0,0.0,1.73,,19.2715468,343.0,3767.0,2014,3,High Priority,0.9999284734117102
Kepler-231 c,Kepler-231,70.0,35.0,15.0,20.0,0.0,1.73,,19.2715468,343.0,3767.0,2014,3,High Priority,0.9999284734117102
TOI-237 b,TOI-237,70.0,25.0,25.0,20.0,0.0,1.71754093,,5.43616672905,352.07,3139.0,2020,3,High Priority,0.9998575049487947
Kepler-132 b,Kepler-132,70.0,20.0,25.0,20.0,5.0,1.033,,6.17828255,,5910.0,2014,3,High Priority,0.9987816015537558
TOI-1235 b,TOI-1235,70.0,15.0,30.0,20.0,5.0,1.69,6.69,3.444714,,3997.0,2020,3,High Priority,0.9988646904650086
Kepler-220 e,Kepler-220,70.0,25.0,25.0,20.0,0.0,1.32,,45.9027566,362.0,4709.0,2014,3,High Priority,0.999001490837015
Kepler-212 b,Kepler-212,70.0,20.0,25.0,20.0,5.0,0.98,,16.2583586,,5866.0,2014,3,High Priority,0.9994743830667757
Kepler-37 d,Kepler-37,70.0,15.0,30.0,20.0,5.0,1.99,,39.792187,,5417.0,2013,3,High Priority,0.9974358383290648
Kepler-197 b,Kepler-197,70.0,20.0,25.0,20.0,5.0,1.15,,5.59931973,,6180.0,2014,3,High Priority,0.9994024340128729
Kepler-236 c,Kepler-236,70.0,35.0,15.0,20.0,0.0,1.85,,23.9679932,325.0,3750.0,2014,3,High Priority,0.9999329978639772
Kepler-197 e,Kepler-197,70.0,20.0,25.0,20.0,5.0,0.927,,25.2099845,,5945.0,2014,3,High Priority,0.999721276355726
Kepler-267 d,Kepler-267,70.0,35.0,15.0,20.0,0.0,1.87,,28.46464804,301.0,3789.0,2014,3,High Priority,0.9999352280800653
Kepler-37 d,Kepler-37,70.0,15.0,30.0,20.0,5.0,1.94,12.2,39.7922,,5417.0,2013,3,High Priority,0.9989080763056891
HD 28185 b,HD 28185,70.0,25.0,25.0,20.0,0.0,,,385.9,,5546.0,2001,3,High Priority,0.9998172933760504
Kepler-1649 b,Kepler-1649,70.0,35.0,15.0,20.0,0.0,1.017,,8.689099,307.0,3240.0,2017,3,High Priority,0.9999110747422438
Kepler-737 b,Kepler-737,70.0,35.0,15.0,20.0,0.0,1.88,,28.59915399,295.0,3750.0,2016,3,High Priority,0.9999443292726719
Kepler-737 b,Kepler-737,70.0,35.0,15.0,20.0,0.0,1.88,,28.59915399,295.0,3750.0,2016,3,High Priority,0.9999443292726719
Kepler-1542 b,Kepler-1542,70.0,20.0,25.0,20.0,5.0,0.935,,3.95116882,,5545.0,2016,3,High Priority,0.9996862138566105
Kepler-1385 b,Kepler-1385,70.0,20.0,25.0,20.0,5.0,1.064,,2.88879862,,5727.0,2016,2,Medium Priority,0.999912538224684
Kepler-1802 c,Kepler-1802,70.0,35.0,15.0,20.0,0.0,1.88,,33.1364259,343.0,4141.0,2021,3,High Priority,0.9999487961183753
Kepler-1455 b,Kepler-1455,70.0,35.0,15.0,20.0,0.0,1.97,,49.276764,272.0,3894.0,2016,3,High Priority,0.9999286310857852
K2-19 d,K2-19,70.0,20.0,25.0,25.0,0.0,1.11,10.0,2.5081,,5322.0,2016,3,High Priority,0.9981766014249541
K2-3 d,K2-3,70.0,15.0,30.0,25.0,0.0,1.53,11.1,44.5705,,,2015,2,Medium Priority,0.9997315055383235
Kepler-235 e,Kepler-235,70.0,35.0,15.0,20.0,0.0,1.94,,46.18415,265.0,3887.0,2014,3,High Priority,0.999943320459006
TOI-270 d,TOI-270,70.0,20.0,30.0,20.0,0.0,2.13,,11.38014,340.0,3386.0,2019,3,High Priority,0.9995609552184229
Kepler-1455 b,Kepler-1455,70.0,35.0,15.0,20.0,0.0,1.93,,49.27668,298.0,3950.0,2016,3,High Priority,0.9997926776536978
K2-111 b,K2-111,70.0,15.0,30.0,20.0,5.0,1.82,5.29,5.3518,,5775.0,2017,3,High Priority,0.9985248922731572
L 98-59 e,L 98-59,70.0,20.0,30.0,20.0,0.0,,,12.8278,347.0,3415.0,2021,3,High Priority,0.9994470605683746
GJ 3473 c,GJ 3473,70.0,20.0,30.0,20.0,0.0,,,15.509,329.1,3347.0,2020,3,High Priority,0.9996106877320811
K2-3 c,K2-3,70.0,20.0,30.0,20.0,0.0,1.18,,24.6435,,3841.0,2015,3,High Priority,0.9992452224545981
Kepler-369 c,Kepler-369,70.0,35.0,15.0,20.0,0.0,1.32,,14.87153514,339.0,3591.0,2014,3,High Priority,0.9999106087262534
Kepler-249 d,Kepler-249,70.0,35.0,15.0,20.0,0.0,1.21,,15.36843606,336.0,3568.0,2014,3,High Priority,0.9999352397622617
Kepler-235 d,Kepler-235,70.0,35.0,15.0,20.0,0.0,1.99,,20.06037454,350.0,3887.0,2014,3,High Priority,0.9999450201818458
Kepler-1869 b,Kepler-1869,70.0,20.0,30.0,20.0,0.0,0.961,,8.16735028,,5788.0,2021,3,High Priority,0.9971542310710728
Kepler-1869 c,Kepler-1869,70.0,20.0,30.0,20.0,0.0,0.82990003,,1.716840029,,5808.0,2023,3,High Priority,0.9958074452589016
K2-9 b,K2-9,70.0,35.0,15.0,20.0,0.0,1.6,,18.44883,284.0,3468.0,2015,3,High Priority,0.9999476808533101
LHS 1815 b,LHS 1815,70.0,20.0,30.0,20.0,0.0,1.088,1.58,3.814334,,3643.0,2020,3,High Priority,0.9995299442419282
Kepler-236 c,Kepler-236,70.0,35.0,15.0,20.0,0.0,1.85,,23.9679932,325.0,3750.0,2014,3,High Priority,0.9999329978639772
HD 15337 b,HD 15337,70.0,15.0,30.0,20.0,5.0,1.77,6.519,4.7559804,,5131.0,2019,3,High Priority,0.9990471869369667
Wolf 1069 b,Wolf 1069,70.0,20.0,30.0,20.0,0.0,,,15.564,250.1,3158.0,2023,3,High Priority,0.9997182232708599
Kepler-52 d,Kepler-52,70.0,35.0,15.0,20.0,0.0,1.8,,36.4451982,300.0,3898.0,2014,3,High Priority,0.9998991255001652
Kepler-236 c,Kepler-236,70.0,35.0,15.0,20.0,0.0,1.8,,23.96793669,329.0,3747.0,2014,3,High Priority,0.9999462483999659
GJ 3988 b,GJ 3988,70.0,20.0,30.0,20.0,0.0,,,6.9442,348.0,3273.0,2023,3,High Priority,0.9991638878943977
Kepler-174 c,Kepler-174,70.0,35.0,15.0,20.0,0.0,1.46,,44.0004287,346.0,4590.0,2014,3,High Priority,0.9999676789685034
Kepler-54 d,Kepler-54,70.0,35.0,15.0,20.0,0.0,1.38,,20.99589959,329.0,3726.0,2014,3,High Priority,0.9999394587147018
Kepler-22 b,Kepler-22,67.0,32.0,10.0,20.0,5.0,2.1,9.1,289.863876,279.0,5596.0,2011,2,Medium Priority,0.9990834577320492
Kepler-22 b,Kepler-22,67.0,32.0,10.0,20.0,5.0,2.1,,289.8622,250.0,5510.0,2011,2,Medium Priority,0.9992290139681522
K2-130 b,K2-130,65.0,20.0,25.0,20.0,0.0,1.06180894,,2.494161,,4528.0,2017,2,Medium Priority,0.9997239370463097
LTT 3780 b,LTT 3780,65.0,15.0,30.0,20.0,0.0,1.32,2.47,0.76837883,,3360.0,2020,2,Medium Priority,0.9999078607037576
Kepler-132 d,Kepler-132,65.0,15.0,25.0,20.0,5.0,1.399,,18.01017554,,5910.0,2014,2,Medium Priority,0.9997186011352528
Kepler-197 b,Kepler-197,65.0,20.0,25.0,20.0,0.0,1.112,,5.59931973,,,2014,2,Medium Priority,0.9997387906967194
TOI-1467 b,TOI-1467,65.0,15.0,30.0,20.0,0.0,1.92,,5.97114713,,3834.0,2024,2,Medium Priority,0.9999082925763471
Kepler-138 d,Kepler-138,65.0,15.0,30.0,20.0,0.0,1.61,1.01,23.08933,,3871.0,2014,2,Medium Priority,0.9999419185068408
HD 7199 b,HD 7199,65.0,25.0,20.0,20.0,0.0,,,615.0,,5371.0,2011,2,Medium Priority,0.9988266008228917
Kepler-130 b,Kepler-130,65.0,20.0,25.0,20.0,0.0,1.04,,8.45746707,,,2014,2,Medium Priority,0.999708953857762
LTT 1445 A b,LTT 1445 A,65.0,15.0,30.0,20.0,0.0,1.43,2.32,5.358765,,,2019,2,Medium Priority,0.9998880437051647
Kepler-1514 c,Kepler-1514,65.0,20.0,25.0,20.0,0.0,1.071,,10.51420148,,6194.0,2020,2,Medium Priority,0.9997649353475089
Kepler-1849 b,Kepler-1849,65.0,35.0,5.0,20.0,5.0,1.85,,57.2937,339.0,4784.0,2021,2,Medium Priority,0.9998385241000737
Kepler-1493 b,Kepler-1493,65.0,15.0,25.0,20.0,5.0,1.41,,15.0217983,,5863.0,2016,2,Medium Priority,0.9998580587583916
Kepler-81 d,Kepler-81,65.0,30.0,15.0,20.0,0.0,1.02,,20.83766355,357.0,3896.0,2014,2,Medium Priority,0.9992210472164471
Kepler-106 b,Kepler-106,65.0,20.0,25.0,20.0,0.0,0.82,5.3,6.16486,,5858.0,2014,2,Medium Priority,0.6903766202065177
Kepler-1169 b,Kepler-1169,65.0,20.0,25.0,20.0,0.0,0.96,,6.11009134,,6028.0,2016,2,Medium Priority,0.999773144549242
Kepler-1395 b,Kepler-1395,65.0,20.0,25.0,20.0,0.0,0.8,,3.78470649,,6138.0,2016,2,Medium Priority,0.999759068963389
LTT 1445 A c,LTT 1445 A,65.0,15.0,30.0,20.0,0.0,1.6,1.0,3.123898,,,2022,2,Medium Priority,0.9998863589280115
TOI-1739 b,TOI-1739,65.0,15.0,30.0,20.0,0.0,1.946,,8.303341406,,4814.0,2024,2,Medium Priority,0.9998949744977638
K2-3 c,K2-3,65.0,15.0,30.0,20.0,0.0,1.69,,24.64638,,,2015,2,Medium Priority,0.9999030268851119
Kepler-348 c,Kepler-348,65.0,20.0,25.0,20.0,0.0,1.171,,17.2654644,,6421.0,2014,2,Medium Priority,0.9996928302190703
K2-19 d,K2-19,65.0,20.0,25.0,20.0,0.0,1.14,14.0,2.50856,,5430.0,2016,2,Medium Priority,0.9997405508275864
HD 31253 b,HD 31253,65.0,25.0,20.0,20.0,0.0,,,468.7,,6014.94,2010,2,Medium Priority,0.9996013104235821
HD 4313 b,HD 4313,65.0,25.0,20.0,20.0,0.0,,,356.0,,5005.0,2009,2,Medium Priority,0.9995648745877935
Kepler-406 c,Kepler-406,65.0,20.0,25.0,20.0,0.0,0.834,,4.62333557,,5656.0,2014,2,Medium Priority,0.99973673331474
Kepler-445 d,Kepler-445,65.0,15.0,30.0,20.0,0.0,1.25,,8.15275,,3157.0,2015,2,Medium Priority,0.9999263639714068
HD 180053 b,HD 180053,65.0,25.0,20.0,20.0,0.0,,,213.72,,5131.0,2018,2,Medium Priority,0.999359746549753
HD 108874 b,HD 108874,65.0,25.0,20.0,20.0,0.0,,,395.38,,5569.95,2002,2,Medium Priority,0.9962496676968148
Kepler-138 c,Kepler-138,65.0,20.0,25.0,20.0,0.0,1.197,1.97,13.7813,,3841.0,2014,2,Medium Priority,0.9996689469830263
Kepler-1300 b,Kepler-1300,65.0,15.0,25.0,20.0,5.0,1.484,,22.2419092,,6021.0,2016,2,Medium Priority,0.9998036334829294
Kepler-220 d,Kepler-220,65.0,20.0,25.0,20.0,0.0,1.027,,28.1224655,,,2014,2,Medium Priority,0.9996675642041598
Kepler-409 b,Kepler-409,65.0,20.0,20.0,20.0,5.0,0.98,,68.958608,,5499.0,2014,2,Medium Priority,0.9976127685162708
Kepler-398 d,Kepler-398,65.0,20.0,25.0,20.0,0.0,0.88,,6.83437001,,4557.0,2016,2,Medium Priority,0.9997393193906194
Kepler-128 b,Kepler-128,65.0,20.0,25.0,20.0,0.0,1.13,30.7,15.09,,,2013,2,Medium Priority,0.9997791579913252
Kepler-81 d,Kepler-81,65.0,30.0,15.0,20.0,0.0,1.02,,20.83766355,357.0,3896.0,2014,2,Medium Priority,0.9992210472164471
K2-133 b,K2-133,65.0,15.0,30.0,20.0,0.0,1.31,,3.0712,,3655.0,2017,2,Medium Priority,0.9999644855260178
Kepler-138 c,Kepler-138,65.0,15.0,30.0,20.0,0.0,1.61,3.83,13.78164,,3871.0,2014,2,Medium Priority,0.9999340867345365
Kepler-126 b,Kepler-126,65.0,15.0,30.0,20.0,0.0,1.579,,10.49567752,,,2014,2,Medium Priority,0.9997388094324221
K2-3 c,K2-3,65.0,15.0,30.0,20.0,0.0,1.72,4.2,24.6454,,3896.0,2015,2,Medium Priority,0.9998507600369696
Kepler-334 b,Kepler-334,65.0,20.0,25.0,20.0,0.0,1.026,,5.47033694,,,2014,2,Medium Priority,0.9997597882683534
Kepler-131 c,Kepler-131,65.0,20.0,25.0,20.0,0.0,0.806,,25.5170646,,,2014,2,Medium Priority,0.999708408873581
Kepler-102 d,Kepler-102,65.0,15.0,30.0,20.0,0.0,1.34,,10.31173752,,4909.0,2014,2,Medium Priority,0.9998144164873838
Kepler-1049 b,Kepler-1049,65.0,20.0,25.0,20.0,0.0,0.95,,3.273460736,,3864.0,2016,2,Medium Priority,0.9997169917136481
Kepler-1199 b,Kepler-1199,65.0,15.0,25.0,20.0,5.0,1.298,,15.0447198,,5843.0,2016,2,Medium Priority,0.9997592481088206
K2-381 b,K2-381,65.0,20.0,25.0,20.0,0.0,1.075,,7.9389334,,4473.0,2022,2,Medium Priority,0.9997239671680427
Kepler-312 b,Kepler-312,65.0,20.0,25.0,20.0,0.0,1.04,,1.77244975,,6223.0,2014,2,Medium Priority,0.9996041283866433
Kepler-102 f,Kepler-102,65.0,10.0,30.0,20.0,5.0,1.08,,27.45362,457.0,4908.0,2014,2,Medium Priority,0.9998526326321355
Kepler-1525 b,Kepler-1525,65.0,20.0,25.0,20.0,0.0,0.91,,2.416601183,,5748.0,2016,2,Medium Priority,0.999749465590787
HD 75784 b,HD 75784,65.0,25.0,20.0,20.0,0.0,,,341.2,,4867.0,2014,2,Medium Priority,0.9989775022159251
Kepler-100 b,Kepler-100,65.0,15.0,25.0,20.0,5.0,1.344,,6.88706037,,5854.0,2014,2,Medium Priority,0.9996385020211447
Kepler-1394 b,Kepler-1394,65.0,20.0,25.0,20.0,0.0,0.982,,3.93766373,,6422.0,2016,2,Medium Priority,0.9997921166472106
Kepler-107 d,Kepler-107,65.0,20.0,25.0,20.0,0.0,1.07,,7.958203,,5851.0,2014,2,Medium Priority,0.999714677842972
HD 75898 b,HD 75898,65.0,25.0,20.0,20.0,0.0,,,418.20001,,6061.0,2007,2,Medium Priority,0.9993259612250304
Kepler-50 b,Kepler-50,65.0,15.0,30.0,20.0,0.0,1.542,,7.8128584,,,2012,2,Medium Priority,0.9998964567628348
Kepler-130 b,Kepler-130,65.0,20.0,25.0,20.0,0.0,1.02,,8.457458,,5884.0,2014,2,Medium Priority,0.9997275109426923
Kepler-1285 b,Kepler-1285,65.0,20.0,25.0,20.0,0.0,0.97,,14.7967458,,6170.0,2016,2,Medium Priority,0.9997922130045928
Kepler-36 b,Kepler-36,65.0,15.0,25.0,20.0,5.0,1.486,,13.84984283,,5979.0,2012,2,Medium Priority,0.9997869311215413
Kepler-106 b,Kepler-106,65.0,20.0,25.0,20.0,0.0,0.92,,6.16491696,,5955.0,2014,2,Medium Priority,0.9997848474914817
Kepler-106 d,Kepler-106,65.0,20.0,25.0,20.0,0.0,0.95,8.1,23.9802,,5858.0,2014,3,High Priority,0.992614463929945
HD 33142 b,HD 33142,65.0,25.0,20.0,20.0,0.0,,,326.6,,5052.0,2011,2,Medium Priority,0.9995223133533624
TOI-1453 b,TOI-1453,65.0,10.0,30.0,20.0,5.0,1.173,2.32,4.3135225,944.2,4975.0,2025,2,Medium Priority,0.9999399996726527
K2-415 b,K2-415,65.0,10.0,30.0,25.0,0.0,1.015,7.5,4.0179694,412.4,3173.0,2023,2,Medium Priority,0.9999362304689687
Kepler-81 d,Kepler-81,65.0,30.0,15.0,20.0,0.0,1.02,,20.83766355,357.0,3896.0,2014,2,Medium Priority,0.9992210472164471
Kepler-1939 b,Kepler-1939,65.0,20.0,25.0,20.0,0.0,1.16480773,,2.790659904,,4353.0,2021,2,Medium Priority,0.9997596113182314
Kepler-197 d,Kepler-197,65.0,20.0,25.0,20.0,0.0,1.191,,15.67756112,,,2014,2,Medium Priority,0.9996428393787097
HD 93963 A b,HD 93963 A,65.0,15.0,30.0,20.0,0.0,1.49,4.31,1.037611,,5987.0,2022,2,Medium Priority,0.9998668383304514
Kepler-132 b,Kepler-132,65.0,20.0,25.0,20.0,0.0,1.07,,6.17828255,,6023.0,2014,2,Medium Priority,0.9997253766088472
K2-3 d,K2-3,65.0,15.0,30.0,20.0,0.0,1.65,1.8,44.55764,,3835.0,2015,2,Medium Priority,0.9996582725656109
K2-3 c,K2-3,65.0,15.0,30.0,20.0,0.0,1.77,3.1,24.64638,,3835.0,2015,2,Medium Priority,0.9996735775747543
L 98-59 c,L 98-59,65.0,15.0,30.0,20.0,0.0,1.35,,3.690621,,3367.0,2019,2,Medium Priority,0.9999477291418335
Kepler-126 c,Kepler-126,65.0,15.0,30.0,20.0,0.0,1.608,,21.86967617,,6270.0,2014,2,Medium Priority,0.9997407681980568
BD+45 564 b,BD+45 564,65.0,25.0,20.0,20.0,0.0,,,307.88,,5004.0,2021,2,Medium Priority,0.9930393827336944
HD 3167 b,HD 3167,65.0,15.0,30.0,20.0,0.0,1.7,5.02,0.959641,,5261.0,2016,2,Medium Priority,0.9998557017061172
K2-269 b,K2-269,65.0,20.0,25.0,20.0,0.0,1.1956395,,4.145398,,6035.0,2018,2,Medium Priority,0.9997855937851373
K2-151 b,K2-151,65.0,20.0,25.0,20.0,0.0,1.054,,3.83553,,,2018,2,Medium Priority,0.9997415565581391
HD 142415 b,HD 142415,65.0,25.0,20.0,20.0,0.0,,,386.29999,,5940.0,2003,2,Medium Priority,0.9991213386248818
HD 4208 b,HD 4208,65.0,25.0,20.0,20.0,0.0,,,829.5,,5669.81,2001,2,Medium Priority,0.9988879471057185
K2-38 b,K2-38,65.0,15.0,30.0,20.0,0.0,1.96,,4.01663,,,2016,2,Medium Priority,0.9999024874731592
Kepler-100 b,Kepler-100,65.0,15.0,25.0,20.0,5.0,1.31,,6.88706037,,5884.0,2014,2,Medium Priority,0.999549073029662
Kepler-1410 b,Kepler-1410,65.0,35.0,5.0,20.0,5.0,1.41,,60.8713,264.0,4110.0,2016,2,Medium Priority,0.9998542906734031
K2-265 b,K2-265,65.0,15.0,30.0,20.0,0.0,1.63,,2.3690438,,5261.0,2018,2,Medium Priority,0.9999007191444498
K2-153 b,K2-153,65.0,15.0,30.0,20.0,0.0,2.0,,7.51554,,3720.0,2018,2,Medium Priority,0.9999338101396403
Kepler-186 d,Kepler-186,65.0,15.0,30.0,20.0,0.0,1.4,,13.342996,,3788.0,2014,2,Medium Priority,0.9996854643783646
Kepler-197 e,Kepler-197,65.0,20.0,25.0,20.0,0.0,0.927,,25.2099845,,,2014,2,Medium Priority,0.9996675626554921
Kepler-133 b,Kepler-133,65.0,15.0,25.0,20.0,5.0,1.59,,8.13000457,,5730.0,2014,2,Medium Priority,0.9998234883958388
K2-38 b,K2-38,65.0,15.0,30.0,20.0,0.0,1.64,,4.01628,,5758.0,2016,2,Medium Priority,0.9999052618433744
TOI-5720 b,TOI-5720,65.0,10.0,30.0,25.0,0.0,1.09,4.3,1.4344555,708.0,3325.0,2024,2,Medium Priority,0.9999446962469487
Kepler-398 b,Kepler-398,65.0,20.0,25.0,20.0,0.0,1.03,,4.081411491,,4557.0,2014,2,Medium Priority,0.9997393205519601
Kepler-1652 b,Kepler-1652,65.0,30.0,15.0,20.0,0.0,1.12,,38.0972378,229.0,3482.0,2017,2,Medium Priority,0.9982110308679922
Kepler-128 b,Kepler-128,65.0,20.0,25.0,20.0,0.0,1.13,42.7,15.09,,,2013,2,Medium Priority,0.9997791579913252
K2-338 b,K2-338,65.0,20.0,25.0,20.0,0.0,1.073,,3.85064,,,2021,2,Medium Priority,0.9997415624716717
K2-291 b,K2-291,65.0,15.0,30.0,20.0,0.0,1.589,6.49,2.225177,,5520.0,2019,2,Medium Priority,0.9998918073938435
K2-323 b,K2-323,65.0,20.0,25.0,20.0,0.0,2.1,,24.93,318.0,3710.0,2020,2,Medium Priority,0.9989596363289788
K2-65 b,K2-65,65.0,15.0,30.0,20.0,0.0,1.38162499,,12.647815,,4799.0,2016,2,Medium Priority,0.9998483332197583
HD 4203 b,HD 4203,65.0,25.0,20.0,20.0,0.0,,,431.88,,5596.0,2001,2,Medium Priority,0.9986233504863482
Kepler-138 e,Kepler-138,65.0,20.0,25.0,20.0,0.0,,0.43,38.23,292.0,3841.0,2022,3,High Priority,0.9604888719636939
K2-65 b,K2-65,65.0,15.0,30.0,20.0,0.0,1.47,,12.64655,,,2016,2,Medium Priority,0.9998462974423212
